시군구,종량제,인구수,1인가구비율,15_64세인구율,외국인수,외국인비율,아파트,연립주택,다세대주택,소득수준,경제활동참가율,재정자주도,제조업종사자수,음식점업종사자수,20ℓ가격,인센티브제도입,일제대청소참여율,청결유지책임제이행실적,공무원단속건수,주민신고건수
강원도 강릉시,0.21619620540824624,0.17122713982104423,0.5285134519642111,0.6140244942160409,0.04576282204069251,0.08647491464658885,0.5855819907398521,0.24018733673917933,0.02456783554092754,0.025815474906704834,0.27491408934707895,0.687111111111111,0.024965529022732542,0.20426884240894339,0.4691358024691358,0.0,0.0,0.041791044776119404,0.004044246643644623,0.026537095869930853
강원도 고성군,0.05803990828740373,0.015464039635590811,0.5351883667714619,0.4072448270091975,0.018038612381096834,0.38741722720917104,0.23639564461101364,0.0028674470720894073,0.015959361724017948,0.005980040389780993,0.6391752577319587,0.74,0.003371851345690009,0.03234313018391634,0.4444444444444444,0.0,0.3673937347533098,0.0029850746268656717,0.0,0.001308166697813493
강원도 동해시,0.14878316151319018,0.06804752751343522,0.41241829907744,0.6034899715029417,0.013737513813351823,0.05921439181245746,0.7400247478407369,0.26953116747702627,0.054867261531711786,0.02761929036854041,0.2783505154639175,0.7528888888888889,0.012995253376935561,0.05111792282726289,0.5185185185185185,0.0,0.02512360274151723,0.0029850746268656717,0.0006463407877970859,0.005793309661745468
강원도 삼척시,0.13385392524724168,0.04607485143421818,0.570889164755311,0.49542519745583263,0.0123832636345908,0.08953035982469955,0.4986149678430395,0.2807457883335503,0.05000531423734793,0.017364991601801202,0.3092783505154639,0.9102222222222223,0.005995306252770897,0.04298142805625676,0.18518518518518517,0.0,0.0,0.0,0.0005540063895403594,0.001308166697813493
강원도 속초시,0.1807523094499387,0.06244669906461089,0.5024182877054038,0.6623040277146189,0.01877532447834283,0.10261096377633973,0.7748639888881979,0.2757286210343024,0.026490149258390685,0.023358103118117236,0.3127147766323024,0.7453333333333333,0.006865723849848897,0.10530111792282726,0.32098765432098764,0.0,0.046124623733364845,0.005970149253731343,0.0038780447267825154,0.007475238273219959
강원도 양구군,0.022204666154646023,0.010479979153411936,0.4099512769542565,0.5536365591755129,0.005644514745075946,0.17238873828445445,0.3242058328453022,0.26009257159904886,0.04072800124974083,0.02437765098785039,0.6563573883161512,0.8604444444444446,0.0012649526761273739,0.008925351604760188,0.32098765432098764,0.0,0.1939584854164242,0.014925373134328358,0.0005540063895403594,0.00018688095683049897
강원도 양양군,0.052451101464672266,0.015964899218929785,0.5595179296510622,0.37854060328845257,0.004344434573465364,0.09493778520532559,0.32219512913858966,0.2759645683158568,0.03671001682589446,0.014927226503016162,0.5326460481099659,0.9175555555555555,0.00340439032128171,0.03763974035340786,0.24691358024691357,1.0,0.0,0.0,0.0007386751860538125,0.005606428704914969
강원도 영월군,0.03143682691559441,0.02430861072380978,0.5819668050691872,0.3907106712399888,0.004647786613507833,0.06301533781413315,0.2726172700400706,0.2883547632521658,0.09816893876048544,0.015123293401041769,0.6666666666666666,0.8495555555555556,0.00781748888590615,0.016746303642264697,0.25925925925925924,0.0,0.20842508345379407,0.005970149253731343,0.0018466879651345312,0.0016819286114744907
강원도 원주시,0.2938237227960838,0.29764849809808724,0.484926789371153,0.7717987238413987,0.07519880392624212,0.07909056156026871,0.7678752683845599,0.03891974056646459,0.010834545243845313,0.03395878673803502,0.3333333333333333,0.6593333333333333,0.07392448517239555,0.22047421565091957,0.6666666666666666,1.0,0.020972144968081086,0.03283582089552239,0.01996269690310428,0.03102223883386283
강원도 인제군,0.09383342186553706,0.019636741434624287,0.4705970719877881,0.6008141743539724,0.007843817035383848,0.13872848024841036,0.3012046637090964,0.276029937052067,0.051522951460049336,0.023704487971295807,0.7044673539518901,1.0,0.0021272355293074485,0.0142445005409304,0.19753086419753085,0.0,0.0,0.01791044776119403,7.386751860538124e-05,0.0
강원도 정선군,0.0551955997803048,0.021942218401851826,0.5693907927859685,0.4171046152415787,0.005752854759376828,0.089894751282017,0.3332509693842288,0.17544827712238886,0.05182286709937324,0.01759373631616441,0.6529209621993127,0.9084444444444444,0.0027495434374987288,0.0288496213487198,0.1728395061728395,0.0,0.3022961127988845,0.0029850746268656717,9.233439825672656e-05,0.0016819286114744907
강원도 철원군,0.02955453076240325,0.028139509699078146,0.32575932867154583,0.5092767859900492,0.012675781673203181,0.1609703558967554,0.31047199974131195,0.4085776933902937,0.11768333746665574,0.022449659823931926,0.46048109965635753,0.8239999999999998,0.0048971158265509905,0.016250450775333575,0.32098765432098764,0.0,0.2658442944745028,0.0,0.00036933759302690625,0.0
강원도 춘천시,0.34217583961799203,0.2349200655178482,0.4899747690540397,0.6963767802838338,0.07221945353296787,0.10517249991949867,0.6821222532680795,0.10046226388781022,0.023412465891214745,0.030115875536733134,0.27491408934707895,0.7244444444444444,0.02874005019136985,0.21889650198341146,0.4074074074074074,1.0,0.025424558039760355,0.011940298507462687,0.5006925079869254,0.057746215660624184
강원도 태백시,0.09733749265521048,0.025746889932722374,0.5194995754533893,0.4603615701671938,0.004452774587766246,0.055510444407462105,0.6121459467432355,0.9830624011771714,0.014252884385904548,0.023338496428314676,0.45704467353951905,0.8728888888888888,0.0037094432174539066,0.02431932924630364,0.2839506172839506,0.0,0.0,0.0,7.386751860538124e-05,0.0007475238273219959
