시군구,종량제,인구수,제조업종사자수,아파트,연립주택,다세대주택,소득수준,1인가구비율,15_64세인구율,외국인수,외국인비율,음식점업종사자수,20ℓ가격,일제대청소참여율,청결유지책임제이행실적,경제활동참가율,재정자주도,공무원단속건수,주민신고건수
경상남도 거제시,0.0770844823,0.213262466,0.140539903,0.740950317,0.229370246,0.0400324686,0.0520100125,0.365294634,0.784093036,0.101167905,0.231044202,0.12281374,0.62962963,0.0736300345,0.00298507463,0.360824742,0.784222222,0.0219017193,0
경상남도 고성군,0.0953503112,0.0388294948,0.0177337417,0.243752214,0.139248472,0.087680211,0.0160774856,0.569029484,0.307205674,0.0196745466,0.243805525,0.0160025243,0.320987654,0.0529076205,0,0.494845361,0.772666667,0.000387804473,0.000186880957
경상남도 김해시,0.0334166777,0.492846631,0.343176373,0.79958159,0.0504984974,0.12809169,0.0354554307,0.312315824,0.859838379,0.315106932,0.32318348,0.279728633,0.814814815,0.0253585357,0.0298507463,0.35395189,0.631111111,0.00605713653,0.0594281443
경상남도 남해군,0.41174749,0.0305216016,0.00281462139,0.10777457,0.0909739937,0.0533037554,0.00623492736,0.631018173,0.110226698,0.0135425018,0.202906749,0.0361071042,0.320987654,0.151296793,0.00298507463,0.570446735,0.749333333,0.000277003195,0.0013081667
경상남도 밀양시,0.031487014,0.0880052157,0.0347597607,0.412716728,0.139948022,0.052877158,0.0145416283,0.588376036,0.375590806,0.0501397586,0.282621057,0.037865128,0.691358025,0.131382329,0,0.295532646,0.849555556,0.0142194973,0.00598019062
경상남도 사천시,0.0972500883,0.0940227945,0.0692348053,0.558099061,0.245397314,0.0308166203,0.0280898509,0.50446883,0.536441082,0.0506706247,0.261970381,0.077082582,0.444444444,0.0279787669,0,0.436426117,0.696222222,0.00478292183,0
경상남도 산청군,0.11508397,0.0234483237,0.00442123331,0.0859871456,0.0971896183,0.015817405,0.0118620473,0.647146836,0.155033704,0.0103573054,0.199786896,0.0106608366,0.382716049,0.295792608,0,0.711340206,0.783333333,0.000720208306,0.000373761914
경상남도 양산시,0.0387004149,0.322982111,0.196689973,0.898013506,0.0391674679,0.0406315723,0.031815122,0.360086195,0.74965294,0.113269485,0.160067609,0.185358817,1,0.0128277098,0.0179104478,0.233676976,0.558666667,0.0051707263,0.0379368342
경상남도 의령군,0.241828252,0.0159853645,0.0068006459,0.123206281,0.134925841,0.0544351594,0.0113261311,0.741184462,0.148060665,0.00999978332,0.268773223,0.0046655247,0.320987654,0.120693166,0.00298507463,0.58419244,0.875555556,0.000960277742,0.000186880957
경상남도 진주시,0.0119687645,0.313605405,0.0545271883,0.628112697,0.0454298682,0.0282433162,0.0368213634,0.491368935,0.697300623,0.0877770796,0.114165166,0.191534439,0.555555556,0.21084042,0,0.347079038,0.681555556,0.0130191502,0
경상남도 창녕군,0.344349108,0.0462521744,0.0341699917,0.228633009,0.217692782,0.107770044,0.0132410512,0.600641755,0.285017429,0.0428593097,0.445892879,0.02193022,0.222222222,0.115468202,0.0119402985,0.446735395,0.794666667,9.23E-05,0.00373761914
경상남도 창원시,0.0495825453,0.948434671,0.476846485,0.708594707,0.177703288,0.0466686074,1,0.388232497,0.785927318,0.258531776,0.114019975,0.522583844,0.691358025,0.0284080175,0,0.336769759,0.684444444,0.0065372754,0.0543823584
경상남도 통영시,1,0.106492597,0.0141747912,0.597793634,0.165125905,0.0416117607,0.0194629074,0.48110708,0.586444146,0.0634439124,0.294263638,0.0693743238,0.444444444,0.109880255,0,0.189003436,0.603111111,0.00337943898,0.00205569053
경상남도 하동군,0.141508296,0.0313515478,0.00335151449,0.129265881,0.135633495,0.0299602215,0.0102020143,0.604629358,0.202593738,0.00926307122,0.139048181,0.010818608,0.320987654,0.100523639,0,0.697594502,0.808,0.000443205112,0.000373761914
경상남도 함안군,0.0111347573,0.0491410618,0.089002233,0.447583446,0.140628567,0.0335061622,0.0205870243,0.494422417,0.431032628,0.0488721805,0.479431175,0.024048864,0.320987654,0.0087007854,0.00895522388,0.35395189,0.782,0.0011818803,0.00766211923
경상남도 함양군,0.0536369819,0.0268955045,0.00576753342,0.202964805,0.0536925314,0.0561102583,0.0127900973,0.631529982,0.213166132,0.00803882906,0.13576115,0.0101199062,0.320987654,0.0856783539,0,0.591065292,0.843777778,0.00182822109,0
경상남도 합천군,0.0328003356,0.0310489828,0.0034654009,0.0988376011,0.274456986,0.052141451,0.0103457967,0.71750575,0.071355564,0.0110073455,0.16461233,0.008790119,0.259259259,0.279891615,0.00298507463,0.608247423,0.808666667,0.000258536315,0.00112128574
경상북도 경산시,0.267786796,0.242360232,0.131209352,0.663934581,0.0451548181,0.0526227858,0.0124829258,0.579893173,0.747437471,0.18221707,0.352004826,0.129800757,0.358024691,0.00872750769,0.023880597,0.268041237,0.676444444,0.00212369116,0.0162586432
경상북도 경주시,0.390456905,0.225388487,0.148666512,0.483603516,0.210183115,0.122990177,0.0244364711,0.542583724,0.568777212,0.195423718,0.440682617,0.172241255,0.259259259,0.0170658235,0,0.316151203,0.685555556,0.00310243578,0.0356942628
경상북도 구미시,0.495841806,0.373863625,0.336396064,0.713632922,0.151069022,0.106400764,0.0449058552,0.478944198,0.90980475,0.0896188598,0.0935118552,0.189483411,0.567901235,0,0,0.378006873,0.699777778,0.0163616554,0.0515791441
경상북도 군위군,0.0285953379,0.0134365115,0.00644678454,0.0611840851,0.0904627291,0.0621746921,0.0285146625,0.666136683,0.0806923006,0.00594786679,0.196176912,0.00457536964,0.12345679,0.0288779335,0.0149253731,0.673539519,0.840444444,0.000332403834,0.0026163334
경상북도 김천시,0.106627171,0.122082659,0.0516393543,0.538995684,0.14453408,0.0296965644,0.0164696194,0.498419935,0.513426023,0.0468353882,0.179341112,0.0582627119,0.259259259,0.00741784143,0,0.450171821,0.711111111,0.00186515484,0.0112128574
경상북도 봉화군,0.0430700713,0.0198053654,0.0059302283,0.122690994,0.347053581,0.0461479362,0.0145285571,0.589484202,0.140380471,0.00650040086,0.148268147,0.00579246304,0.135802469,0,0.00298507463,0.81443299,0.845777778,0.000960277742,0
경상북도 상주시,0.107112125,0.0803970628,0.0162776225,0.299840724,0.0427374187,0.0624163625,0.0102739055,0.561907992,0.283929204,0.0263699595,0.147762142,0.0251983411,0.185185185,0.0236936521,0,0.536082474,0.815333333,0.000110801278,0
경상북도 성주군,0.0313708507,0.0314461579,0.0346052005,0.0754488745,0.107267739,0.0388309207,0.0215412165,0.538186819,0.304071184,0.0252432233,0.385852795,0.0142445005,0.197530864,0.101024061,0,0.515463918,0.824,0.000867943344,0.00186880957
경상북도 영덕군,0.0747414803,0.0240309722,0.00296104678,0.0973411617,0.394316507,0.0947612029,0.00792763824,0.71016422,0.0999049346,0.0156984681,0.297529788,0.0154615939,0.135802469,0,0,0.374570447,0.789555556,0.000166201917,0
경상북도 영양군,0.0118249701,0.00658149257,0.000601971048,0.056086151,0.107896299,0.130562924,0.0215216098,0.643055435,0.126234333,0.00362939048,0.203002303,0,0.0740740741,0.140226144,0,0.859106529,0.987555556,5.54E-05,0.00280321435
경상북도 영천시,0.109879743,0.0862657008,0.0615474723,0.447599437,0.140294725,0.0522290429,0.029076721,0.574165028,0.406746858,0.0490888605,0.281956736,0.0306527227,0.271604938,0.0530738316,0,0.515463918,0.846,0.00149581725,0
경상북도 울릉군,0.00856168439,0,0.000414871939,0.0498821061,0.423666707,0.0617353274,0.0247044292,0.768726718,0.588223637,0,0.136555979,0.00935358817,0.197530864,0.374617047,0.0179104478,0.982817869,0.795111111,0.000424738232,0
경상북도 울진군,0.0803314149,0.0356277382,0.00271700446,0.250434082,0.573015735,0.111992623,0.00394748021,0.633545513,0.394995266,0.023065589,0.306601068,0.0257167328,0.320987654,0.01146521,0,0.371134021,0.710888889,0.000258536315,0
경상북도 의성군,0.0377908452,0.0385840705,0.00511268654,0.0922720136,0.0926562182,0.0635261892,0.0102477632,0.659903981,0,0.0105631514,0.123733595,0.0062206996,0.24691358,0.0268605197,0,0.711340206,0.726,0.00125574782,0.0127079051
경상북도 청도군,0.0322088052,0.0305543872,0.005828544,0.119943114,0.118267416,0.0734415631,0.0105614702,0.606306727,0.136282747,0.0157959741,0.2421293,0.0175576992,0.185185185,0.118776068,0,0.728522337,0.643777778,0,0
경상북도 청송군,0.0424170758,0.0143310924,0.000642644768,0.106490388,0.0979357708,0.102167431,0.0261945376,0.667361994,0.135597463,0.00491863665,0.152727885,0.0059502344,0,0.0277427866,0,1,0.944888889,0.00105261214,0
경상북도 칠곡군,0.154690571,0.0969435309,0.0990445743,0.55855964,0.073740264,0.124198379,0.283538877,0.482517176,0.745295805,0.060746246,0.307734856,0.0471285611,0.259259259,0.0272032318,0,0.367697595,0.700666667,0.00177282045,0.0179405719
경상북도 포항시,0.560994177,0.456802047,0.164317759,0.676904853,0.303997557,0.118807791,0.0362135561,0.417252535,0.677134803,0.114916253,0.100842136,0.272042914,0.938271605,0.00904742925,0,0.274914089,0.581333333,0.036675223,0.0513922631
광주광역시 광산구,0.301912859,0.366879336,0.199581874,0.878494373,0.20917661,0.00733938972,0.0471802312,0.392792783,0.909546057,0.249247037,0.333887751,0.221623693,0.740740741,0.0163293002,0.125373134,0.402061856,0.0682222222,0.0181529427,0.0885815735
광주광역시 남구,0.12572024,0.190515756,0.00366470213,0.812040815,0.112440215,0.0256922308,0.0381088694,0.408082374,0.660445055,0.0270741696,0.0369590512,0.0842949874,0.740740741,0.0173491417,0.0328358209,0.271477663,0.0826666667,0.00358257465,0.0467202392
광주광역시 북구,0.267125906,0.389410598,0.072293469,0.818134031,0.103695395,0.0260242086,0.0463894281,0.512824892,0.791431111,0.0872895495,0.0815027093,0.203660296,0.740740741,0.0476100694,0,0.120274914,0,0.00240069435,0.0654083349
광주광역시 서구,0.195518015,0.260791409,0.0397422913,0.802247499,0.064447266,0.0251319149,0.00901907731,0.533426699,0.835141829,0.0339320925,0.0300255546,0.209001983,0.740740741,0.00605060115,0.0417910448,0.240549828,0.0842222222,0.0117818692,0.0698934779
대구광역시 남구,0.151116013,0.12413879,0.00373384745,0.29611291,0.051300404,0.198077287,0.00603886046,0.80213561,0.658066809,0.0252757253,0.0735714241,0.0586458709,0.518518519,0.0479444013,0.023880597,0.0206185567,0.199555556,0.0644124762,0.246495982
대구광역시 달서구,0.506042746,0.494588956,0.197548188,0.798843956,0.0256382293,0.0663805082,0.0288283696,0.404411837,0.823640077,0.167168642,0.149240991,0.257978723,0.518518519,0.02859271,0.00298507463,0.151202749,0.082,0.0631013278,0.100355074
대구광역시 달성군,0.242457,0.238085915,0.18606193,0.912718621,0.0332394477,0.0421180871,0.0320046533,0.272925774,0.736248476,0.106779918,0.213379116,0.108028309,0.518518519,0.004695538,0.0208955224,0.405498282,0.611333333,0.00999058189,0.0313960007
대구광역시 동구,0.310684314,0.309622412,0.025457681,0.698942859,0.109802039,0.220110472,0.0243253665,0.455043651,0.655263303,0.037756495,0.0260912028,0.16045348,0.518518519,0.0291152303,0.023880597,0.134020619,0.0624444444,0.0208121734,0.0498972155
대구광역시 북구,0.406439505,0.395223032,0.102383887,0.761036641,0.0596584163,0.0823129638,0.0237894503,0.450337417,0.824839566,0.0892396698,0.0829785387,0.201000721,0.518518519,0.0183839778,0.0268656716,0.18556701,0.0933333333,0.053701686,0.0730704541
대구광역시 서구,0.182294574,0.141288515,0.0624870353,0.298543491,0.071514572,0.372229458,0.000823480972,0.55261584,0.650868841,0.0411150354,0.123165045,0.0572935449,0.518518519,0.0732374635,0,0.0343642612,0.173111111,0.020867574,0.0158848813
대구광역시 수성구,0.368997714,0.3770888,0.00727246104,0.780705229,0.0485430011,0.10274874,0.0771327177,0.262543199,0.742927518,0.0299018439,0,0.254169672,0.518518519,0.0324706457,0.00597014925,0.0446735395,0.208,0.0146257687,0.0900766212
대구광역시 중구,0.115383965,0.0666982658,0.0076995351,0.609228973,0.0567609362,0.0657509382,0.0397689025,0.721756297,0.716366817,0.00817967108,0.0364635123,0.151257663,0.518518519,0.00582693285,0.0149253731,0.250859107,0.395555556,0.0587062104,0.222948981
대전광역시 대덕구,0.15927169,0.153390181,0.104930062,0.64378202,0.147237152,0.275063639,0.0216588567,0.489653783,0.814678473,0.045611146,0.125833503,0.0793589975,0.641975309,0.0156069851,0,0.288659794,0.174888889,0.00144041661,0.0175668099
대전광역시 동구,0.193870301,0.197421359,0.0185594182,0.58349122,0.177553511,0.170392071,0.00554869321,0.679794185,0.697739845,0.0827609369,0.186154643,0.0993283448,0.641975309,0.00911968323,0.0208955224,0.0652920962,0.0928888889,0.00770068881,0.0156980004
대전광역시 서구,0.423655354,0.432188426,0.00921259746,0.69866323,0.0863781203,0.0803598522,0.0431477887,0.564987128,0.862667793,0.0725878096,0.0503362985,0.286580418,0.641975309,0.0244170546,0.00597014925,0.326460481,0.0868888889,0.0523905376,0.0713885255
대전광역시 유성구,0.315232727,0.325137536,0.0929760554,0.773001476,0.0621978113,0.0347686292,0.0737734382,0.584087648,0.910246102,0.111406037,0.147368069,0.295595925,0.641975309,0.00883304433,0,0.422680412,0.202666667,0.00847629776,0.582134181
부산광역시 강서구,0.123725728,0.125719997,0.279172208,0.773112375,0.0301857409,0.0251668463,0.0616826461,0.315538178,0.64494701,0.0700309852,0.273971114,0.103565633,0.456790123,0.0800113593,0.211940299,0.518900344,0.505111111,0.0102306513,0.0207437862
부산광역시 금정구,0.143672541,0.198831143,0.0298463754,0.548383016,0.2352016,0.395400947,0.024900496,0.581196402,0.660527562,0.0613421161,0.129295986,0.115646412,0.87654321,0.0117790071,0.0447761194,0.0309278351,0.136666667,0.00858709904,0.0177536909
부산광역시 기장군,0.13846775,0.158886935,0.0685636889,0.849236293,0.136863602,0.11655608,0.0358867779,0.321657165,0.629981049,0.0342679465,0.0840020982,0.148372701,0.555555556,0.0233960853,0.0417910448,0.243986254,0.603555556,0.00672194419,0.0250420482
부산광역시 남구,0.154774592,0.231688959,0.0168958631,0.660986651,0.202249391,0.415603994,0.0337431132,0.459659789,0.647120902,0.0850035752,0.167106409,0.13047692,0.666666667,0.0218418429,0.0179104478,0.0618556701,0.129111111,0.00614947092,0.24406653
부산광역시 동구,0.0723511108,0.0725650304,0.00573499445,0.378090598,0.182720835,0.264808744,0.00931971322,0.685647529,0.545626808,0.0256549154,0.159323859,0.0720113595,0.87654321,0.0367945655,0.0298507463,0.0652920962,0.309555556,0.00958431054,0.136423098
부산광역시 부산진구,0.27452483,0.324972671,0.0165297996,0.684002816,0.0618196931,0.272855705,0.0224954088,0.630871637,0.73308661,0.0424692856,0.0308971013,0.297466643,0.87654321,0.00694367919,0.104477612,0.16838488,0.118222222,0.0730180421,0.0833489067
부산광역시 북구,0.118364737,0.252787954,0.00642238031,0.88261514,0.150633967,0.199805882,0.0256455503,0.340409087,0.73616194,0.0387857251,0.0447473669,0.104963036,0.666666667,0.0228330569,0.023880597,0.137457045,0.0873333333,0.00428431608,0.0203700243
부산광역시 사하구,0.221163595,0.27445461,0.105759805,0.741982023,0.305387063,0.211703485,0.017508774,0.448115501,0.688197366,0.0705835193,0.103851984,0.11494771,0.87654321,0.0401745688,0.0298507463,0.144329897,0.0708888889,0.00151428413,0.0244814053
부산광역시 서구,0.0608926753,0.0901100569,0.00863909802,0.478016085,0.174112169,0.31853679,0.0164696194,0.647527092,0.539036852,0.0283309137,0.137729871,0.0578795528,0.87654321,0.0225968924,0.0507462687,0.0446735395,0.292888889,0.0131484183,0.00766211923
부산광역시 수영구,0.117614751,0.155319852,0.00433175113,0.559060791,0.206094796,0.562796205,0.0339783934,0.618135167,0.665676378,0.022827241,0.0440842363,0.134804364,0.87654321,0.0777322361,0.00298507463,0.109965636,0.261333333,0.00470905431,0.0700803588
부산광역시 연제구,0.151889119,0.182232218,0.00715043989,0.696768476,0.111158651,0.307490998,0.0389650282,0.41334973,0.664793268,0.0145500639,0.00299673511,0.112829066,0.777777778,0.0136654874,0.0626865672,0.151202749,0.204,0.0456501265,0.021678191
부산광역시 영도구,0.0543672316,0.0928865362,0.0374808325,0.630934348,0.173048238,0.158074548,0.00625453405,0.574214475,0.452995814,0.0280600637,0.127394918,0.048593581,0.87654321,0.0228916285,0.00597014925,0,0.231111111,0.00323170394,0.0525135489
부산광역시 중구,0.0868106189,0.0287511744,0.00257057907,0.270354886,0.256462752,0.555408579,0,1,0.607380796,0.0253190613,0.383916451,0.0986071042,0.87654321,0,0.00597014925,0.158075601,0.543555556,0.00494912375,0.0056064287
부산광역시 해운대구,0.241307209,0.353887774,0.0235744878,0.821637432,0.0995052184,0.194767302,0.0680417492,0.348744985,0.705538439,0.0644406405,0.0626804106,0.32620357,0.87654321,0.0107460223,0.0119402985,0.0859106529,0.166444444,0.00332403834,0.274528126
서울특별시 강남구,0.572099048,0.487200936,0.0695439256,0.708781125,0.205417826,0.351581942,0.182950023,0.457679747,0.841573146,0.110116791,0.093556126,1,0.432098765,0.00297237948,0,0.192439863,0.632888889,0.470443759,0.165389647
서울특별시 강서구,0.368785688,0.524730244,0.0270195519,0.537007438,0.14642322,0.683861158,0.0494480717,0.599683256,0.861976109,0.111384369,0.0804171426,0.340786152,0.432098765,0.00276315299,0.0208955224,0.340206186,0.302222222,0.00204982364,0.0850308354
서울특별시 구로구,0.288774568,0.361878114,0.0601279595,0.580503366,0.366016195,0.444260357,0.0277696083,0.464156533,0.788557622,0.490606921,0.699830978,0.203525063,0.432098765,0.035873143,0,0.405498282,0.383333333,0.0874960758,0.0547561204
서울특별시 동대문구,0.211007767,0.306918998,0.0369154678,0.511784528,0.172337028,0.28055821,0.024632538,0.719500484,0.817050599,0.249561223,0.412623184,0.170595925,0.432098765,0.0133476508,0,0.0137457045,0.409555556,0.153958376,0.0420482153
서울특별시 마포구,0.283197039,0.333141927,0.0159481654,0.526224813,0.142092034,0.560118083,0.0681528538,0.678204545,0.929579772,0.155684601,0.230143929,0.43310494,0.432098765,0.0221812658,0.0119402985,0.343642612,0.468666667,0.0721685657,0.0678377873
서울특별시 서대문구,0.2274116,0.278529403,0.00566584912,0.494582452,0.328843973,0.530440454,0.0417687848,0.60962496,0.824958044,0.193982796,0.347015792,0.192593761,0.432098765,0.0104584128,0,0.189003436,0.459777778,0.0785027054,0.0267239768
서울특별시 서초구,0.362969066,0.370318087,0.0230131905,0.6919066,0.274839593,0.444898721,0.191126012,0.332075117,0.802414573,0.0893480098,0.102919019,0.502253877,0.432098765,0.00722368133,0,0.274914089,0.627555556,0.280992041,0
서울특별시 성동구,0.166698809,0.254795375,0.0925408466,0.651473324,0.133170118,0.207505325,0.0732571287,0.551430484,0.867617264,0.125522741,0.241279384,0.208911828,0.432098765,0.00620441945,0,0.319587629,0.569111111,0.0224557257,0.0680246683
서울특별시 성북구,0.238708761,0.394740614,0.0218539895,0.535318031,0.281247656,0.428223801,0.0515198452,0.512756397,0.813766054,0.177645121,0.215031735,0.178800036,0.432098765,0.0522007178,0.00597014925,0.151202749,0.383777778,0.0626950564,0.0340123341
서울특별시 영등포구,0.30738212,0.34348066,0.0385261471,0.538828484,0.0555703854,0.240392427,0.057329961,0.697985262,0.876792765,0.479848757,0.724115973,0.436485755,0.432098765,0.00173432913,0,0.412371134,0.436,0.0503037802,0.09960755
서울특별시 종로구,0.208639954,0.124007647,0.0313024945,0.27979286,0.748276996,0.481146327,0.0714598488,0.730979068,0.831282346,0.138036012,0.563699361,0.393053552,0.432098765,0.00413175028,0.047761194,0.0618556701,0.628,0.314472494,0.017379929
서울특별시 중구,0.289817218,0.104390566,0.0700320102,0.533370408,0.274324657,0.32538669,0.0491931847,0.752679668,0.816182194,0.133767416,0.651045244,0.526550667,0.432098765,0.0354437261,0,0.24742268,0.688,0.121641336,0.0598019062
세종특별자치시,0.323581821,0.350895845,0.0809122302,0.93431418,0.0387294526,0.0157437159,0.0795051271,0.405938022,0.749640307,0.0937249464,0.110555504,0.204787234,0.49382716,0.0552552053,0.00597014925,0.426116838,0.728888889,0.0129637495,0.0235470006
울산광역시 남구,0.316770481,0.282558295,0.114040975,0.729086096,0.100422248,0.121045125,0.0651334235,0.417727997,0.89758203,0.0752204719,0.109395924,0.233073386,0.567901235,0.165957979,0,0.298969072,0.290888889,0.00277003195,0.118856289
울산광역시 동구,0.163984761,0.133685982,0.161470599,0.728974926,0.165200231,0.134882134,0.0461737545,0.328862327,0.774112704,0.0662390847,0.236105597,0.0836188244,0.567901235,0.181204143,0,0.243986254,0.272,0.00631567284,0.0100915717
울산광역시 북구,0.182667312,0.196408749,0.216611961,0.936488572,0.0529811867,0.0474353566,0.0721199407,0.153794699,0.879565032,0.045708652,0.0916357042,0.108839704,0.567901235,0.134717947,0.0417910448,0.343642612,0.266222222,3.69E-05,0.0164455242
울산광역시 울주군,0.223691556,0.199070947,0.180631988,0.673598263,0.140279989,0.0911760404,0.0444352947,0.33862867,0.784600598,0.115024593,0.287287244,0.10525604,0.567901235,0.0838994277,0.023880597,0.243986254,0.596,0.00166201917,0.0121472622
울산광역시 중구,0.156576815,0.186537447,0.0058000724,0.608862587,0.162905625,0.185211779,0.0541667484,0.357318964,0.764602451,0.0366622608,0.0715595186,0.0702533357,0.567901235,0.0247412404,0.0656716418,0.164948454,0.221111111,0,0.0013081667
인천광역시 강화군,0.0173540036,0.0569599799,0.0120841621,0.0864911646,0.299518065,0.329683158,0.0141168167,0.358912248,0.251601184,0.014799246,0.115661456,0.0347322395,0.592592593,0,0.0268656716,0.453608247,0.724,0.0115787335,0.00766211923
인천광역시 계양구,0.154524221,0.262154357,0.0452047718,0.711114285,0.101455514,0.689379342,0.0216653922,0.304106192,0.941549004,0.0674308249,0.104820857,0.121844573,0.75308642,0.0374740944,0,0.446735395,0.231111111,0.117689424,0.0786768828
인천광역시 남동구,0.3425779,0.465730058,0.297572999,0.71233394,0.120688642,0.510843904,0.0288806541,0.378700414,0.837528107,0.217351737,0.225937311,0.274274252,0.75308642,0,0.0298507463,0.343642612,0.161555556,0.00498605751,0.145019623
인천광역시 동구,0.027681257,0.0468395066,0.0371635775,0.728328803,0.132791653,0.269474017,0.0144435948,0.386467875,0.584447986,0.0156659661,0.149380815,0.0211413631,0.592592593,0,0,0.192439863,0.486888889,0.0177282045,0.00579330966
인천광역시 미추홀구,0.298591492,0.371890863,0.0538438699,0.491178202,0.228148473,0.675073015,0.0148422642,0.498834538,0.789373191,0.187124873,0.243242732,0.171474937,0.592592593,0,0.0179104478,0.391752577,0.125777778,0.00856863216,0.030274715
인천광역시 부평구,0.330227376,0.449746567,0.110970109,0.666678878,0.163456129,0.509733403,0.0261291819,0.35004824,0.863414982,0.292008841,0.330143378,0.221939235,0.75308642,0.104159412,0,0.388316151,0.144888889,0.0216985836,0.0698934779
인천광역시 서구,0.42896785,0.543321602,0.267637142,0.724770227,0.367158423,0.455185068,0.0435464581,0.237711972,0.884400897,0.228608264,0.205144282,0.244658312,0.592592593,0.0521040556,0.0805970149,0.494845361,0.217333333,0.18180643,0.94729957
인천광역시 연수구,0.30161794,0.352961344,0.0793259551,0.919088209,0.0330686865,0.104235135,0.0759824585,0.204417277,0.875989814,0.267393989,0.383672352,0.260142445,0.592592593,0,0.0149253731,0.326460481,0.316666667,0.00493065687,0.0925060736
인천광역시 옹진군,0.0064414227,0.010882038,0,0.0536563967,0.454420716,0.126377479,0.0149010842,0.821735212,0.513835276,0.00244848432,0.110798867,0.00752794807,0.592592593,0,0.00895522388,0.845360825,0.601111111,0.00053553951,0
인천광역시 중구,0.178832232,0.134828798,0.0381072078,0.62896392,0.212883024,0.246917519,0.0400826095,0.628925749,0.812148056,0.0697276332,0.257447465,0.17197079,0.592592593,0,0.0507462687,0.391752577,0.445777778,0.00469058743,0.0370024295
전라남도 강진군,0.0199056484,0.0226511631,0.00320102172,0.140108511,0.249162058,0.0444778182,0.0122933945,0.634267641,0.188258198,0.00875387316,0.177525708,0.0100973675,0.185185185,0.0910139327,0.00895522388,0.553264605,0.685777778,0.00234529372,0.00112128574
